,name,description,price,area,type,subway,floor,year,region,object,dist,lease_amount
470,"Продажа помещения 990.60 кв.м. ЮВАО ул. Волжский Бульвар 95-й, 7","К продаже предлагается  арендный бизнес с ""Пятёрочкой"".Отдельно стоящее здание, несколько отдельных входов, вся площадь в первом этаже. Свободная парковка.""Пятерочка"" арендует помещение уже более 9 лет, действующий договор аренды до конца ноября 2021г.Месячный арендный поток 8% от товарооборота но не менее 3 950 000 руб., УСН. Земельный участок в долгосрочной аренде.",398 748,990.60 м2,Продажа,Текстильщики,1,1988,ЮВАО,помещение,15 мин.,3 950 000 руб.
471,"Продажа помещения 72.80 кв.м. ЦАО б-р Зубовский, 16-20","Арендатор – Лечебный центр.Продается помещение в районе с высокой торговой и деловой активностью, на первой линии Садового кольца. Помещение расположено на Зубовском бульваре, рядом деловой центр «Пречистенка» и главный офис информационного агентства «Россия сегодня». Вдоль фасада, где находится индивидуальный вход в помещение, интенсивное автомобильное и пешеходное движение. До станции метро Парк Культуры не более 5 минут ходьбы, в нескольких метрах пешеходные переход. Помещение арендуется сетью аптек «Аптека 24», есть городская телефонная линия, центральные коммуникации. Рядом множество магазинов, кафе, отделений банков и других коммерческих предприятий.",851 648,72.80 м2,Продажа,Парк Культуры,1,1933,ЦАО,помещение,3 мин.,500 000 руб.
472,"Продажа помещения 103.80 кв.м. ЮВАО б-р Новочеркасский, 55",Арендатор: сеть аптек «Планета Здоровья».Помещение около метро. Отличный пешеходный трафик. Долгосрочный договор аренды. Договором предусмотрена индексация 7%.Окупаемость 10.8 лет по ЧОД(Чистый операционный доход).,741 811,103.80 м2,Продажа,Марьино,1,1990,ЮВАО,помещение,,630 000 руб.
473,"Продажа помещения 630 кв.м. ЮВАО ул. Рождественская, 29","Продажа готового арендного бизнеса. В новом активно развивающемся микрорайоне,(Около метро Некрасовка). 1-я линия домов, помещение встроено-пристроенного типа. Витринное остекление. Арендатор-продуктовая сеть Дикси. Объект расположен в зоне высокой пешеходной активности, максимального охвата целевой аудитории и перспектив развития. Общая площадь 630 м2 Индексация 5% Долгосрочный договор аренды на 10 лет (до сентября 2026 года)",214 286,630.00 м2,Продажа,Лермонтовский проспект,1,2014,ЮВАО,помещение,,1 100 000 руб.
474,Закрытая продажа здания 1297.60 кв.м ВАО,"Цена снижена. Арендный бизнес от собственника - торговое здание с  Индексация 5 процентов. Арендатор - супермаркет ""Дикси"" (ДДА на 10 лет до 2023 года).Отдельно стоящее 3-х этажное капитальное здание, площадью 1297.6 м2. От метро «Щелковская» 7 мин. пешком.Подведены все городские коммуникации: электричество, отопление, водоснабжение, канализация.Электрическая мощность 150 кВт. арендаторами так же салон красоты и магазин стройматериалов. На третьем этаже офисы. Есть возможность расширения здания в сторону 11-ой Парковой (согласован Пред.проект). Парковка.В данный момент оформляется свежий договор аренды земли на длительный срок. Рассмотрим ваше ценовое предложение.",115 598,1297.60 м2,Закрытая продажа,,1,2003,ВАО,здание,,1 200 000 руб.
475,Закрытая продажа помещения 515.60 кв.м ЗАО,"Продажа  Арендного Бизнеса ''Магнолия""  515,6 м2. Первая линия домов по Кутузовскому проспекту, окна витрины. 1эт.-281,3м2 подвал-234,3м2  .Готовы услышать ваше ценовое предложение.МАП-1700 000 руб. Договор по 15.11.2025 ежегодная индексация 4% документы готовы к продаже.",428 627,515.60 м2,Закрытая продажа,,1,до 1917,ЗАО,помещение,,1 700 000 руб.
476,Закрытая продажа помещения 110.20 кв.м САО,"Продажа торгового помещения с готовым арендным бизнесом.Выгодное расположение, интенсивный пешеходный и автомобильный потоки: вход в помещение расположен непосредственно рядом с наземным переходом через Балтийскую улицу (от метро ""Сокол"" к бизнес-центрам, площадке Stadium, Музею ""Экспериментариум"" и Батутному парку, фитнес-клубу, McDonalds). Первая линия домов. Отличные видовые характеристики. Вечерняя сторона по Ленинградке.Первый этаж жилого дома. В 2018 году в помещении выполнен  капитальный ремонт с обновлением фасада и заменой инженерных коммуникаций. Высокие потолки (4 м). Огромные окна-витрины. Отдельный вход с улицы (+вход со двора под погрузку-разгрузку).Арендатор - сетевой магазин хозтоваров и товаров для дома ""Мосхозторг"". Долгосрочный договор аренды (ноябрь 2018г. - октябрь 2021г.). Текущий арендный поток - 350 000 руб. Ежегодная индексация арендной платы 4%.Помещение в собственности юридического лица. УСН. Документы готовы к сделке. Рассмотрим ваше ценовое предложение.",381 125,110.20 м2,Закрытая продажа,,1,1960,САО,помещение,3 мин.,350 000 руб.
477,"Продажа помещения 700 кв.м. СВАО ул. Искры, 1","Продажа ПСН в СВАО - 700 кв.м. (Возможно частями, любые планировки)Подойдет под Фитнес, Магазин, Банк, Салон красоты, Детский центр, Медицинский центр, Стоматологию, и др.Продается помещение на 1-ом этаже ЖК ""Искры Радости"" (два современных 18-ти этажных жилых дома).Свободная планировка, высокие потолки, витринные окна,все коммуникации центральные. Электричество - 200 кВа.Ведутся переговоры с сетевыми компаниями, потенциальный арендный поток 1 400 000р.Рассмотрим Ваше ценовое предложение.",200 000,700.00 м2,Продажа,Бабушкинская,1,2014,СВАО,помещение,10 мин.,1 400 000 руб.
478,"Продажа помещения 2981 кв.м. САО ш. Дмитровское, 81","ПРОДАЖА АРЕНДНОГО БИЗНЕСА. Арендатор - сетевой фитнес клуб.  В ДОГОВОРЕ БУДЕТ ПРОПИСАН ГАП на 10 лет. Сейчас подписан преддоговор,  после разделения помещения и выдачи нового свидетельства о собственности - подписание основного договора. Фитнес клуб, площадью 2981 кв.м., располагается на территории нового ЖК, в 100 м от него, открывается метро Селигерская.",136 196,2981.00 м2,Продажа,Отрадное,1,2016,САО,помещение,,3 300 000 руб.
479,Закрытая продажа здания 906 кв.м ЮАО,"ЗАКРЫТАЯ ПРОДАЖА! Продается отдельно стоящее двух этажное здание, огороженная территория, своя парковка, хорошие рекламные возможности, удобное расположение, наличие пешего и автомобильного трафика.Здание - 775кв.м.Пристройка - 132кв.м.Земля - 10 соток.Электричество – 40 кВа, (есть разрешение на увеличение до 120 кВа)Парковка 15м/мДетальная информация по запросу.",110 375,906.00 м2,Закрытая продажа,,1,1967,ЮАО,здание,10 мин.,1 000 000 руб.
480,"Продажа помещения 743.90 кв.м. ВАО ул. Алтайская, 17а","Арендный бизнес - универсам Магнит. Договор аренды действует с 2012 по 2023 год. 1-й этаж 410 м2, подвал 381,2 м2. первый этаж Магнит ДДА-до 2023 г. аренда 1075000 руб. индексация 3%. подвал - смешные цены дог. на 11 мес. аренда 150000 р.Рассмотрим ваше ценовое предложение.",161 312,743.90 м2,Продажа,Щелковская,1,1984,ВАО,помещение,,1 225 000 руб.
481,"Продажа помещения 477.80 кв.м. ВАО ул. Хабаровская, 10/30","Продажа торгового помещения под свой или арендный бизнес. Часть первого этажа арендует Пицца Хат. Остальная площадь предлагается в аренду. Потенциальный арендный поток 550.000 руб. в месяц. Помещение в частной собственности юридического лица. 1-й этаж 174 м2, подвал 303,8 м2. Детальная информация по телефону. Предложите свою цену.",131 854,477.80 м2,Продажа,Щелковская,1,1988,ВАО,помещение,,550 000 руб.
482,"Продажа помещения 154.60 кв.м. СЗАО ул. Митинская, 40 к 1","Помещение в непосредственной близости от метро.  Возможно деление на  отдельные блоки с отдельными выходами и санузлами. Напротив выхода из метро ""Пятницкое шоссе"". Плотная жилая застройка, интенсивный трафик.Нежилые помещения, расположенные на 1 этаже жилого здания, имеют отдельные входы, высота потолка – 2,7 м. Степень технического обустройства: водопровод, канализация, горячая вода, отопление центральное, электричество.",318 887,154.60 м2,Продажа,Пятницкое шоссе,1,1993,СЗАО,помещение,2 мин.,471 000 руб.
483,"Продажа помещения 3120.90 кв.м. ЮВАО б-р Новочеркасский, 57к2","Продается арендный бизнес в 100 метрах от метро Марьино, находится на пересечении Новочеркасского бульвара и Люблинской улицы, близость к метро обеспечивает постоянный пешеходный трафик и соответственно ликвидность. Объект представляет собой отдельно стоящее здание, 4 этажа, сдано в аренду, фитнес клубу, кафе, букмекерская контора и другие. Земельный участок в аренде на 49 лет, 2 697 м2. Объект имеет хороший инвестиционный потенциал. Показ по требованию. Предложите свою цену.",83 309,3120.90 м2,Продажа,,1,1997,ЮВАО,помещение,,2 650 000 руб.
484,"Продажа помещения 1864 кв.м. ЮВАО ул. Перерва, 31б","Предлагается торговый центр, в одном из самых густонаселенных районов Москвы. Торговый центр заполнен на 80%. Своя огромная парковка, остановка общественного транспорта на против, низкая конкуренция. Постоянный поток покупателей. Показ по требованию. Предложите свою цену, хороший торг.",123 391,1864.00 м2,Продажа,Марьино,1,2001,ЮВАО,помещение,,2 500 000 руб.
485,Закрытая продажа помещения 83.50 кв.м ЗАО,"Арендатор : Салон цветов «Flower Power».Помещение расположено на первой фасадной линии Кутузовского проспекта. Высокие витрины, хорошая рекламная способность. Отдельный вход с Кутузовского проспекта.  1960 Этажность: 10 Материал стен: кирпич Перекрытия: железобетонные Высота потолков: 2,67 м Окна: теплые витрины Телефон: 1 МГТС Санузел: 1 Вход: 1 вход с фасада.",778 443,83.50 м2,Закрытая продажа,,1,1960,ЗАО,помещение,,600 000 руб.
486,"Продажа помещения 82 кв.м. ЦАО пер. Пятницкий, 11c1","Продается готовый арендный бизнес, арендатор Московский экспериментальный ювелирный завод. Стабильно работает уже более 10 лет в этом помещении. Помещение с витринными окнами, зальной планировкой, на одной из самых престижных улиц Москвы.",786 585,82.00 м2,Продажа,Шаболовская,1,1949,ЦАО,помещение,,520 000 руб.
487,"Продажа помещения 627 кв.м. ВАО ул. Иркутская, 12/14","М. Щелковская, ул. Иркутская д. 12/14.Продается помещение 627 кв.м. пристроенное торговое помещение к жилому дому. объект арендного бизнеса с окупаемостью 9,5 лет (доходность: 10%) якорный арендатор магазин «Магнит» на 9 лет с 2017 года. Два других арендатора: шаурма и парикмахерская",173 844,627.00 м2,Продажа,Щелковская,1,,ВАО,помещение,,1 000 000 руб.
488,Закрытая продажа помещения 72.60 кв.м ЦАО,"Заключили новый договор с Булочные-кофейни Фокина . Договор до 30.06.23Ставка 350 000 в мес. + куИндексация индекс потреб. цен +2% но не менее 5%. Документы готовы к продаже, готовы услышать ваше ценовое предложение.",606 061,72.60 м2,Закрытая продажа,,1,до 1917,ЦАО,помещение,,360 000 руб.
489,Закрытая продажа помещения 46.20 кв.м ЦАО,"Продается арендный бизнес с сетевым арендатором Аптека.   Помещение расположено в историческом центре г. Москвы, на первой линии ул. Тверская, рядом с выходом из метро Пушкинская.   Колоссальный автомобильный и пеший трафик, высокая ликвидность.  Стабильный арендный бизнес, премиальная локация, отдельная входная группа, долгосрочный договор аренды с сетью аптек ""Ригла"". МАП - 655 000 рублей, ежегодная индексация арендной платы - 6%.   Документы готовы к сделке, рассмотрим Ваше ценовое предложение.",1 839 827,46.20 м2,Закрытая продажа,,1,,ЦАО,помещение,1 мин.,655 000 руб.
490,"Продажа помещения 462 кв.м. ЗАО ул. Минская, 5","Арендный бизнес - универсам Дикси. Арендный поток 8% от товарооборота, но не менее 1.236.000 руб. в месяц. Ежегодно аренда увеличивается на 3 процента с июня. Договор аренды действует с 2015 по 2025 год. Помещение в частной собственности юридического лица, упрощенная система налогообложения. Площадь в 2-х уровнях. Детальная информация по телефону. Предложите свою цену.",238 095,462.00 м2,Продажа,Филевский парк,1,1964,ЗАО,помещение,,1 236 000 руб.
491,Закрытая продажа помещения 756 кв.м СЗАО,"Предлагается на продажу арендный бизнес на улице Карамышевская набережная, район ""Хорошево-Мневники"", СЗАО г.Москвы. Помещение общей площадью  756 м2, из них 500 м2- 1 этаж, 256 м2 -подвал.  Помещение расположено во встроено-пристроенном к жилому дому здании. Все центральные городские коммуникации подведены. Электрическая мощность 150 кВт. Первая линия домов, помещение хорошо просматривается с проезжей части. Высокий рекламный потенциал. Зона разгрузки, стихийная парковка. Интенсивный транспортный и пешеходный трафик. Большой густонаселённый жилой массив с высокой плотностью застройки. Станция метро ""Октябрьское поле"" в 10 минутах ходьбы. Арендаторы: ""Пятерочка"" , ресторан бельгийской кухни ""ПАОУРА"". Доходность 13%.",211 640,756.00 м2,Закрытая продажа,,1,1961,СЗАО,помещение,,1 730 000 руб.
492,"Продажа здания 1538.10 кв.м. ЗАО ул. Нежинская, 17к2","Арендный бизнес от собственника - здание с универсамом и другими арендаторами. Общий арендный поток 2.020.000 руб. в месяц. Индексация 5 процентов. Договор аренды действует до 2022 года. Здание в частной собственности юридического лица на УСНО . 1-й этаж 869,1 м2, 2-й этаж 669 м2. Земельный участок 0,25 Га в аренде до 2058 года. Стабильный бизнес, хорошее расположение, адекватная цена. Торг возможен.",113 777,1538.10 м2,Продажа,Славянский бульвар,1,1972,ЗАО,здание,,2 020 000 руб.
493,Закрытая продажа  87280 кв.м ЮАО,"ЗАКРЫТАЯ ПРОДАЖА Инвестиционного проекта ре-девелопмента земельного участка площадью 2,617 Га на Дербеневской набережной. Участок под застройку расположен на удаленности 1 км от Садового кольца и менее чем в 5 км от Кремля. Время, необходимое для того, чтобы добраться отсюда до сердца столицы, составляет без пробок всего лишь 6 минут личным автотранспортом. Ближайшая станция метро - Павелецкая, 12 минут пешком. Локация данного лота характеризуется высокой деловой активностью. Участок имеет прекрасные видовые характеристики - первая линия набережной; вид на Москву-реку.  ГУП «НИ и ПИ Генплана Москвы» был проведен визуально-ландшафтный анализ объекта и на его основании были выявлены максимальные показатели будущего проекта строительства Жилого комплекса:общая площадь застройки 99,44 тыс. кв.м в том числе:фонд жилой застройки 69,94 тыс. кв.м;фонд нежилой застройки 17,34 тыс. кв.м (в том числе гостиничный фонд).Текущий статус: На земельном участке расположен действующий бизнес парк. Площадь зданий составляет 23 503 кв.м, земельный участок - в долгосрочной аренде до 2045 г. До получения градостроительной документации Правообладатель будет получать стабильный денежных поток от аренды офисных помещений. Коммуникации:энергоснабжение: установленная мощность - 2,3 МВа;водоснабжение: холодное – централизованное, 200 куб.м./сут., горячее водоснабжение типа «Атмор» (электроводонагреватели);теплоснабжение: 1,256 ГКл в час;действующая ливневая и фекальная канализация.  Рассматриваются различные схемы продажи и сотрудничества.",34 372,"87280.00 м2
																	, 2.617 га",,,,,,,,
494,"Продажа помещения 1645 кв.м. ВАО ул. Семёновская пл., 7к17А","Предлагается на продажу готовый арендный бизнес - торговое помещение с сетевыми арендаторами. Торговый центр располагается в 150 м. от станции метро Семеновская , к продаже предлагается 2-ой этаж, полностью заселен арендаторами. Все коммуникации центральные, электрические мощности - 150 кВт., два отдельных входа, витринные окна, высокий пешеходный трафик, парковка. Коммерческие условия Общая площадь - 1 645 кв.м. Арендаторы - FixPrice , тур агенство Tui, магазин одежды и т.д. ГАП - 29 000 000 руб.",121 520,1645.00 м2,Продажа,Семеновская,2,1980,ВАО,помещение,,2 400 000 руб.
495,"Продажа помещения 310 кв.м. СВАО ш. Алтуфьевское, 48к2","Продается в собственность помещение 260 кв.м. С готовым бизнесом. В данный момент помещение сдается в аренду и эксплуатируется под ресторан корпоративного питания (ДА на 5 лет с 2017г.), основной пункт питания в БЦ, налаженный бизнес, большая стабильная аудитория (общая площадь помещений 310 кв.м.- два отдельных входа- с улицы и внутри здания). Новый современный ресторан корпоративного питания. Полностью оснащен новейшим оборудованием, качественный ремонт как производственных помещений, так и зала ресторана. Выделенные мощности- 60 кВт. Приточно-вытяжная система вентиляции, кондиционирование, все коммуникации. С расширенной островной VIP зоной и отдельным рестораном. Помещение расположено на первом этаже Торгово- Бизнес-Центра,в атриумной зоне. Торгово-Бизнес Центр находится в 5 минутах транспортом от метро Отрадное или в 10 минутах пешком от метро Бибирево на Алтуфьевском шоссе (первая линия). На данный момент современный многофункциональный центр заполнен на 95%. Современная система охраны, многоуровневая охраняемая подземная и гостевая парковки. По пропускной системе численность офисных сотрудников насчитывается 3 000 человек Бизнес центра. Окупаемость вложений с имеющегося арендного бизнеса без дополнительных инвестиций 7-7,5 лет. Имеется уполномоченная независимая экспертная оценка ресторана от марта 2012 г., стоимость объекта гораздо выше даже по оценке 2012 года! Данные по бизнесу подтверждаются документально. Есть возможность увеличения площади за счет переоформления долгосрочных договоров аренды смежных помещений.",209 677,310.00 м2,Продажа,Бибирево,1,2008,СВАО,помещение,10 мин.,550 000 руб.
496,"Продажа помещения 1026.40 кв.м. ВАО ул. Новокосинская, 48",Актуальная информация: Предлагаю на продажу арендный бизнес - торговое здание с универсамом Пятерочка. Доход с аренды 2.300.000 рублей в месяц без НДС. Существует возможность увеличения площади и арендного дохода.Магазин расположен в спальном районе Москвы с плотной жилой застройкой. Здание построено в 1987 году. Вся площадь в первом этаже. Договор аренды с Пятерочкой заключен в 2000 по 2025 год.Предложите свою цену.,243 570,1026.40 м2,Продажа,Новокосино,1,1987,ВАО,помещение,,2 300 000 руб.
497,"Продажа помещения 1553.80 кв.м. СВАО ул. Палехская, 131А","Двухэтажное ОСЗ на первой линии, в непосредственной близости от ТПУ ""Лось"". Полностью сдано в аренду сети магазинов ""Магнит"". Месячный арендный поток  2 000 000 руб. Земельный участок в аренде. Детальная информация по запросу.",117 776,1553.80 м2,Продажа,Бабушкинская,1,,СВАО,помещение,20 мин.,2 000 000 руб.
498,"Продажа здания 978.40 кв.м. СЗАО ул. Воротынская, 6","Арендный бизнес от собственника - торговое здание с пиццерией Папа Джонс и другими арендаторами. Арендный поток 1100000 руб в месяц. Здание в частной собственности юридического лица. 1-й этаж 391,4 м2, 2-й этаж 187,9 м2, подвал 399,1 м2. Земельный участок 0,0485 Га в аренде с 2012 по 2060 год. Стабильный бизнес, хорошее расположение, адекватная цена. Документы готовы к продаже. Просмотр по требованию покупателя. Рассмотрим ваше ценовое предложение.",117 539,978.40 м2,Продажа,Планерная,1,2003,СЗАО,здание,,1 100 000 руб.
499,"Продажа помещения 2085 кв.м. ЮВАО ул. Авиамоторная, 10к1","Продается готовый арендный бизнес. Арендатор, сетевой фитнес клуб. Помещение общей площадью 2084,7 кв.м, 1этаж-400 кв.м, 2 этаж- 1202,5 кв.м, антресоль 482,2 кв. открытая планировка, высота потолков 3 м, оборудован бассейн, электрические мощности 200 кВт, подземный паркинг 340м/м. Авиа Плаза один из немногих представителей класса А на юго-востоке Москвы. Современные архитектурные формы, удобное месторасположение и наличие различных объектов инфраструктуры. Дата строительства: 2005 годДата ввода в эксплуатацию: 2006 годЭтажность здания: 17 этажейПлощадь общая: 40000 кв.м.Площадь офисов: 14000 кв.м.Готовый арендный бизнес. ГАП-32 000 000руб. ДОснащение: вентиляция, кондиционирование, отоплениеИнтеллектуальные системы: умный домСвязь: Вымпелком, МГТС, Пересвет-Телеком. Лифты: 6 скоростных бесшумных грузопассажирских лифтов OTIS (США) Avia Plaza солидный выбор для компаний, ценящие высокое качество по доступной цене. Арендаторы: Префектура Юго-Восточного административного округа Москвы, Сбербанк России, Банк Русский Стандарт, Rainbow Electronics , Вик-Энерго, АГ Энерго Холдинг и многие другие компании, бизнес которых представлен в различных сферах национальной экономики.",165 468,2085.00 м2,Продажа,Авиамоторная,1,2005,ЮВАО,помещение,3 мин.,2 666 666 руб.
500,"Продажа здания 702.50 кв.м. ЦАО ул. Арбат, 16","Эксклюзив!!!  Арбат 16.Все подробности при встрече.Сейчас всё здание занимает один арендатор со ставкой в 3 млн рублей в месяц. 2 из 5 лет аренды он уже просидел и очень хорошо себя чувствует.Можно его проиндексировать до 3,2-3,3 млн рублей. Общая площадь здания 704 кв м. 4 уровня.Первая линия старого Арбата. Очень хорошие перспективы увеличения площади до 3000-4000 кв м.Не памятник.Единственное - сейчас обременен залогом от банка, у которого отозвали лицензию. .Цену может быть сможем чуть подвинуть.Аналогов нет. Похожих цен на Арбате и рядом нет. Как и ОСЗ на Арбате за такую цену.Объекта нигде нет.",540 925,702.50 м2,Продажа,Арбатская,1,1933,ЦАО,здание,10 мин.,2 950 000 руб.
501,"Продажа помещения 184.80 кв.м. ВАО ул. Парковая 15-я, 44","Продажа помещения на востоке Москвы, в пешей доступности от станции метро ""Щелковская"".Площадь помещения 144,7 м2. Планировка 1-й этаж жилого 9-этажного дома (81,5 м2) + подвал (63,2 м2). Первая линия домов, отдельный вход с улицы, большие витринные окна. Помещение находится в долгосрочной аренде. Выполнен ремонт, функционируют все коммуникации. Выделенная мощность 20 кВт с возможностью увеличения.Помещение находится в доме по адресу 15-я Парковая улица, дом 44, в густонаселенном жилом районе со сложившейся инфраструктурой, в локальной торговой зоне, рядом с остановками общественного транспорта.Стоимость - 60  000 000 руб.",324 675,184.80 м2,Продажа,Щелковская,1,до 1917,ВАО,помещение,,595 500 руб.
502,"Продажа помещения 1003 кв.м. ВАО ул. Первомайская Ср., 28","Арендный Бизнес ""Магнит"" - сетевой универсам на долгосрочном договоре. МАП 1800 000 руб. Вся площадь в 1-м этаже. Детальная информация по телефону. Предложите свою цену.",174 477,1003.00 м2,Продажа,Первомайская,1,до 1917,ВАО,помещение,,1 800 000 руб.
503,"Продажа здания 4869 кв.м. ЮАО ул. Коломенская, 17",Окупаемость 8 лет! Прямая продажа от собственника: арендный бизнес - торговый центр с универсамом Пятерочка и другими сетевыми арендаторами. Общий арендный поток 7 776 000 руб. в месяц. Здание в частной собственности физического лица. Площадь в 2-х уровнях. Детальная информация по телефону. Предложите свою цену.,158 143,4869.00 м2,Продажа,Коломенская,1,до 1917,ЮАО,здание,,7 676 000 руб.
504,"Продажа помещения 222 кв.м. ЦАО ул. Мясницкая, 7с10","Продажа Арендного Бизнес. арендатор кафе-кулинария ''Время есть''Цена 141 000 000 руб.МАП-1100 000 руб 222 м2, в 2 минутах ходьбы от станций ""Лубянка"" или ""Кузнецкий мост"". Отдельный вход с Фуркасовского переулка. Помещение находиться на линии активного пешеходного потока. Высокие потолки,",630 631,222.00 м2,Продажа,Лубянка,1,до 1917,ЦАО,помещение,,1 100 000 руб.
505,"Продажа помещения 699 кв.м. САО б-р Кронштадтский, 30б","Продаётся готовый арендный бизнес.Магазин «Магнит» (ГАП 22 050 000 рублей, ДДА от 09. 2016 г.,на срок 10 лет).Преимущества: Высокий пешеходный и автомобильный трафики. 5 метров - остановка общественного транспорта. Ритейл расположен рядом с густо населенным жилым массивом. Есть свободная площадь земельного участка (9 соток) для размещения объектов уличной торговли.",238 913,699.00 м2,Продажа,Водный стадион,1,2005,САО,помещение,,1 837 500 руб.
506,Закрытая продажа помещения 110 кв.м ЮВАО,"Продается Арендный бизнес. Три отдельных помещения, общей площадью: 40 м2; 29 м2; 39 м2; Все помещения имеют отдельный вход и отдельные свидетельства на собственность; Первая линия домов. 1-й этаж 17-и этажного дома, помещение расположено прямо на выходе из метро Лермонтовский проспект, жилой дом, 1-й этаж, зальная планировка, сан.узел, высота потолка 2,7м , свежий ремонт, (пол плитка, стены покрашены в светлые тона, потолок армстронг, новая сантехника и электрика, новая витрина, видеонаблюдение, высокая проходимость, густонаселенный район. Большое рекламное пространство. Развитая инфраструктура. Надежные арендаторы. Быстрые сроки окупаемости.Общий МАП 550 000 р. в месяц. Помещение 39 м2 свободно Рассмотрим Ваше ценовое предложение.",636 364,110.00 м2,Закрытая продажа,,1,2017,ЮВАО,помещение,2 мин.,550 000 руб.
507,Закрытая продажа помещения 75 кв.м ЗАО,"Продажа готового арендного бизнеса. Арендатор ''Ароматный мир""договор до 2028 года ежегодная индексация 3%, МАП-230 000, ГАП-2760 000. Документы готовы к продаже.",353 280,75.00 м2,Закрытая продажа,,1,1954,ЗАО,помещение,10 мин.,230 000 руб.
508,Закрытая продажа помещения 163.60 кв.м СВАО,"Продажа Арендного бизнеса, арендатор сеть винных магазинов ''Ароматный Мир,Цена - 19 950 000 руб. длинный договор.  МАП - 175 000 руб.Документы готовы к продаже.попала в программу реновации",121 944,163.60 м2,Закрытая продажа,,1,1959,СВАО,помещение,,175 000 руб.
509,"Продажа помещения 194.30 кв.м. ЦАО ул. Новая Басманная, 23 стр 3","Продажа арендного бизнеса. Ресторан, кафе . МАП 630 000 руб. Ежегодная индексация по договору аренды: 8%. Надежный арендатор, работает более 3 лет на объекте. Договор аренды до 01.03.2020 года (арендатор заинтересован в продлении договора). Эксплуатационные расходы (коммунальные платежи, электричество и т.д...): оплачивает арендатор.",344 828,194.30 м2,Продажа,Красные ворота,1,2016,ЦАО,помещение,5 мин.,630 000 руб.
510,Закрытая продажа помещения 1736.20 кв.м ЦАО,"Мясницкая, . Площадь 1736,2  кв.м. Арендатор - Синагога ставка 3,35 млн. в месяц, УСН. договор аренды  2011-2021. Земельный участок 700 метров в собственности. Готовы услышать ценовое предложение. Документы готовы к продаже.",253 427,1736.20 м2,Закрытая продажа,,1,до 1917,ЦАО,помещение,,3 500 000 руб.
511,Закрытая продажа здания 178 кв.м САО,"Продажа арендного  бизнеса в торговом центре 178 м2 арендатор -""Кафе""Цена-45 000 000 руб.МАП-500 000 руб.",252 809,178.00 м2,Закрытая продажа,,1,2000,САО,здание,,500 000 руб.
512,Закрытая продажа помещения 460.20 кв.м ВАО,"Продается торговое помещение на первой линии Волгоградского проспекта в районе ст.метро Пролетарская.Общая площадь 460 кв.м. площадь первого этажа - 210 кв.м. площадь подвала - 250 кв.м.В помещении выполнен качественный ремонт, в настоящее время оно сдается в аренду известному текстильному бренду TOGAS.МАП -640 000руб.Срок окупаемости - 10 лет.",141 243,460.20 м2,Закрытая продажа,,1,,ВАО,помещение,10 мин.,640 000 руб.
513,Закрытая продажа помещения 3180 кв.м ЗАО,"Ранее помещение занимал крупный коммерческий банк. В подвале размещены 2 сертифицированных хранилища. На первом этаже - операционный зал, 4 кассы. На втором этаже расположены офисы.Собственная огороженная территория на 15 м/м.",204 403,3180.00 м2,Закрытая продажа,,1,2007,ЗАО,помещение,10 мин.,
